Frame,qpos_LinkN0,qvel_LinkN0,qpos_LinkN1,qvel_LinkN1,qpos_LinkN2,qvel_LinkN2,qpos_LinkN3,qvel_LinkN3,qpos_LinkN4,qvel_LinkN4,qpos_LinkN5,qvel_LinkN5,qpos_LinkN6,qvel_LinkN6,qpos_LinkN7,qvel_LinkN7
139,-0.0,0.0,-0.0,0.0,-0.8273066878318787,-0.0166397094726562,-0.0,0.0,-0.7944696545600891,-0.084261417388916,-0.0,0.0,-0.6822678446769714,-0.397130012512207,1.3971269130706787,0.0
140,-0.0,0.0,-0.0,0.0,-0.8279599547386169,-0.0156784057617187,-0.0,0.0,-0.7979841828346252,-0.0843486785888671,-0.0,0.0,-0.6977682113647461,-0.3720088005065918,1.3971269130706787,0.0
141,-0.0,0.0,-0.0,0.0,-0.8285747766494751,-0.0147557258605957,-0.0,0.0,-0.8015128374099731,-0.0846877098083496,-0.0,0.0,-0.7121472954750061,-0.3450980186462402,1.3971269130706787,0.0
142,-0.0,0.0,-0.0,0.0,-0.8291521668434143,-0.013857364654541,-0.0,0.0,-0.8050663471221924,-0.0852842330932617,-0.0,0.0,-0.7253300547599792,-0.3163862228393554,1.3971269130706787,0.0
143,-0.0,0.0,-0.0,0.0,-0.8296938538551331,-0.01300048828125,-0.0,0.0,-0.8086555004119873,-0.0861396789550781,-0.0,0.0,-0.7372420430183411,-0.2858877182006836,1.3971269130706787,0.0
144,-0.0,0.0,-0.0,0.0,-0.8302010297775269,-0.0121722221374511,-0.0,0.0,-0.8122909069061279,-0.087249755859375,-0.0,0.0,-0.7478082180023193,-0.2535881996154785,1.3971269130706787,0.0
145,-0.0,0.0,-0.0,0.0,-0.8306750655174255,-0.0113768577575683,-0.0,0.0,-0.8159831762313843,-0.0886144638061523,-0.0,0.0,-0.7569539546966553,-0.2194976806640625,1.3971269130706787,0.0
146,-0.0,0.0,-0.0,0.0,-0.8311173915863037,-0.0106158256530761,-0.0,0.0,-0.8197429776191711,-0.0902352333068847,-0.0,0.0,-0.7646045684814453,-0.1836147308349609,1.3971269130706787,0.0
147,-0.0,0.0,-0.0,0.0,-0.8315293788909912,-0.0098876953125,-0.0,0.0,-0.8235809803009033,-0.0921120643615722,-0.0,0.0,-0.7706851959228516,-0.14593505859375,1.3971269130706787,0.0
148,-0.0,0.0,-0.0,0.0,-0.8319123983383179,-0.0091924667358398,-0.0,0.0,-0.8275080323219299,-0.0942492485046386,-0.0,0.0,-0.7751208543777466,-0.1064558029174804,1.3971269130706787,0.0
149,-0.0,0.0,-0.0,0.0,-0.8322679996490479,-0.0085344314575195,-0.0,0.0,-0.8315345644950867,-0.0966367721557617,-0.0,0.0,-0.7778371572494507,-0.0651912689208984,1.3971269130706787,0.0
150,-0.0,0.0,-0.0,0.0,-0.8325971961021423,-0.0079007148742675,-0.0,0.0,-0.8356713056564331,-0.0992817878723144,-0.0,0.0,-0.7787591814994812,-0.0221285820007324,1.3971269130706787,0.0
151,-0.0,0.0,-0.0,0.0,-0.832901656627655,-0.0073070526123046,-0.0,0.0,-0.8399258852005005,-0.1021099090576171,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
152,-0.0,0.0,-0.0,0.0,-0.8331825733184814,-0.0067420005798339,-0.0,0.0,-0.8442934155464172,-0.1048207283020019,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
153,-0.0,0.0,-0.0,0.0,-0.8334413170814514,-0.0062098503112792,-0.0,0.0,-0.8487659692764282,-0.1073412895202636,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
154,-0.0,0.0,-0.0,0.0,-0.8336794376373291,-0.0057148933410644,-0.0,0.0,-0.8533354997634888,-0.1096687316894531,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
155,-0.0,0.0,-0.0,0.0,-0.8338980674743652,-0.0052471160888671,-0.0,0.0,-0.857994019985199,-0.1118044853210449,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
156,-0.0,0.0,-0.0,0.0,-0.8340986967086792,-0.0048151016235351,-0.0,0.0,-0.8627337217330933,-0.1137528419494628,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
157,-0.0,0.0,-0.0,0.0,-0.8342825174331665,-0.0044116973876953,-0.0,0.0,-0.8675464987754822,-0.1155066490173339,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
158,-0.0,0.0,-0.0,0.0,-0.8344511389732361,-0.0040469169616699,-0.0,0.0,-0.8724243640899658,-0.1170687675476074,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
159,-0.0,0.0,-0.0,0.0,-0.8346056342124939,-0.0037078857421875,-0.0,0.0,-0.8773593902587891,-0.1184406280517578,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
160,-0.0,0.0,-0.0,0.0,-0.8347476124763489,-0.0034074783325195,-0.0,0.0,-0.8823437094688416,-0.1196236610412597,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
161,-0.0,0.0,-0.0,0.0,-0.8348782062530518,-0.0031342506408691,-0.0,0.0,-0.8873692154884338,-0.1206121444702148,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
162,-0.0,0.0,-0.0,0.0,-0.8349989652633667,-0.0028982162475585,-0.0,0.0,-0.8924279808998108,-0.1214103698730468,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
163,-0.0,0.0,-0.0,0.0,-0.8351112008094788,-0.0026936531066894,-0.0,0.0,-0.8975120782852173,-0.1220183372497558,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
164,-0.0,0.0,-0.0,0.0,-0.8352161049842834,-0.0025177001953125,-0.0,0.0,-0.9026134610176086,-0.1224331855773925,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
165,-0.0,0.0,-0.0,0.0,-0.8353151679039001,-0.0023775100708007,-0.0,0.0,-0.9077242612838744,-0.1226592063903808,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
166,-0.0,0.0,-0.0,0.0,-0.8354098200798035,-0.0022716522216796,-0.0,0.0,-0.9128364324569702,-0.1226921081542968,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
167,-0.0,0.0,-0.0,0.0,-0.8355012536048889,-0.0021944046020507,-0.0,0.0,-0.9179420471191406,-0.1225347518920898,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
168,-0.0,0.0,-0.0,0.0,-0.8355909585952759,-0.0021529197692871,-0.0,0.0,-0.9230330586433412,-0.1221842765808105,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
169,-0.0,0.0,-0.0,0.0,-0.8356801867485046,-0.0021414756774902,-0.0,0.0,-0.9281015992164612,-0.1216449737548828,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
170,-0.0,0.0,-0.0,0.0,-0.835770308971405,-0.0021629333496093,-0.0,0.0,-0.9331397414207458,-0.120915412902832,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
171,-0.0,0.0,-0.0,0.0,-0.8358628153800964,-0.0022201538085937,-0.0,0.0,-0.9381393790245056,-0.1199913024902343,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
172,-0.0,0.0,-0.0,0.0,-0.8359588980674744,-0.0023059844970703,-0.0,0.0,-0.9430925846099854,-0.1188769340515136,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
173,-0.0,0.0,-0.0,0.0,-0.8360599875450134,-0.0024261474609375,-0.0,0.0,-0.9479914903640748,-0.1175737380981445,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
174,-0.0,0.0,-0.0,0.0,-0.8361673951148987,-0.002577781677246,-0.0,0.0,-0.9528279900550842,-0.1160759925842285,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
175,-0.0,0.0,-0.0,0.0,-0.83628249168396,-0.0027623176574707,-0.0,0.0,-0.9575941562652588,-0.1143879890441894,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
176,-0.0,0.0,-0.0,0.0,-0.8364066481590271,-0.0029797554016113,-0.0,0.0,-0.962282121181488,-0.1125111579895019,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
177,-0.0,0.0,-0.0,0.0,-0.8365412950515747,-0.0032315254211425,-0.0,0.0,-0.9668837785720824,-0.1104397773742675,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
178,-0.0,0.0,-0.0,0.0,-0.8366875648498535,-0.0035104751586914,-0.0,0.0,-0.971391260623932,-0.1081795692443847,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
179,-0.0,0.0,-0.0,0.0,-0.8368470668792725,-0.0038280487060546,-0.0,0.0,-0.9757965803146362,-0.1057276725769043,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
180,-0.0,0.0,-0.0,0.0,-0.8370210528373718,-0.0041756629943847,-0.0,0.0,-0.9800915718078612,-0.1030797958374023,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
181,-0.0,0.0,-0.0,0.0,-0.8372108340263367,-0.0045547485351562,-0.0,0.0,-0.9842686653137208,-0.100250244140625,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
182,-0.0,0.0,-0.0,0.0,-0.8374177813529968,-0.0049667358398437,-0.0,0.0,-0.9883196353912354,-0.0972232818603515,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
183,-0.0,0.0,-0.0,0.0,-0.8376433253288269,-0.0054130554199218,-0.0,0.0,-0.9922363758087158,-0.0940017700195312,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
184,-0.0,0.0,-0.0,0.0,-0.837888777256012,-0.0058908462524414,-0.0,0.0,-0.996011197566986,-0.0905957221984863,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
185,-0.0,0.0,-0.0,0.0,-0.8381555080413818,-0.0064015388488769,-0.0,0.0,-0.9996361136436462,-0.0869979858398437,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
186,-0.0,0.0,-0.0,0.0,-0.8384447693824768,-0.0069422721862792,-0.0,0.0,-1.0031028985977173,-0.083202838897705,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
187,-0.0,0.0,-0.0,0.0,-0.8387580513954163,-0.0075187683105468,-0.0,0.0,-1.0064040422439575,-0.0792274475097656,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
188,-0.0,0.0,-0.0,0.0,-0.8390966653823853,-0.0081267356872558,-0.0,0.0,-1.009531021118164,-0.075047492980957,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
189,-0.0,0.0,-0.0,0.0,-0.8394619226455688,-0.0087661743164062,-0.0,0.0,-1.0124763250350952,-0.0706872940063476,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
190,-0.0,0.0,-0.0,0.0,-0.8398552536964417,-0.0094399452209472,-0.0,0.0,-1.0152316093444824,-0.0661268234252929,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
191,-0.0,0.0,-0.0,0.0,-0.840277910232544,-0.010143756866455,-0.0,0.0,-1.0177892446517944,-0.0613832473754882,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
192,-0.0,0.0,-0.0,0.0,-0.8407313823699951,-0.0108833312988281,-0.0,0.0,-1.0201411247253418,-0.0564451217651367,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
193,-0.0,0.0,-0.0,0.0,-0.8412169218063354,-0.0116529464721679,-0.0,0.0,-1.0222790241241455,-0.051309585571289,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
194,-0.0,0.0,-0.0,0.0,-0.8417359590530396,-0.0124568939208984,-0.0,0.0,-1.024195432662964,-0.0459938049316406,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
195,-0.0,0.0,-0.0,0.0,-0.8422896862030029,-0.013289451599121,-0.0,0.0,-1.0258822441101074,-0.0404834747314453,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
196,-0.0,0.0,-0.0,0.0,-0.8428797721862793,-0.0141620635986328,-0.0,0.0,-1.0273312330245972,-0.0347757339477539,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
197,-0.0,0.0,-0.0,0.0,-0.8435072302818298,-0.0150589942932128,-0.0,0.0,-1.0285346508026123,-0.0288820266723632,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
198,-0.0,0.0,-0.0,0.0,-0.8441736102104187,-0.0159931182861328,-0.0,0.0,-1.029484748840332,-0.0228023529052734,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
199,-0.0,0.0,-0.0,0.0,-0.844880223274231,-0.0169587135314941,-0.0,0.0,-1.0301730632781982,-0.016519546508789,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
200,-0.0,0.0,-0.0,0.0,-0.8456284999847412,-0.017958641052246,-0.0,0.0,-1.0305919647216797,-0.0100536346435546,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
201,-0.0,0.0,-0.0,0.0,-0.846419632434845,-0.0189871788024902,-0.0,0.0,-1.030733346939087,-0.0033931732177734,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
202,-0.0,0.0,-0.0,0.0,-0.8474340438842773,-0.0243458747863769,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
203,-0.0,0.0,-0.0,0.0,-0.8488398790359497,-0.0337400436401367,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
204,-0.0,0.0,-0.0,0.0,-0.8506200313568115,-0.0427236557006835,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
205,-0.0,0.0,-0.0,0.0,-0.8527575731277466,-0.0513010025024414,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
206,-0.0,0.0,-0.0,0.0,-0.8552355170249939,-0.0594706535339355,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
207,-0.0,0.0,-0.0,0.0,-0.8580369353294373,-0.0672340393066406,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
208,-0.0,0.0,-0.0,0.0,-0.8611447215080261,-0.0745868682861328,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
209,-0.0,0.0,-0.0,0.0,-0.8645420074462891,-0.0815348625183105,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
210,-0.0,0.0,-0.0,0.0,-0.8682118058204651,-0.0880751609802246,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
211,-0.0,0.0,-0.0,0.0,-0.8721370697021484,-0.0942063331604003,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
212,-0.0,0.0,-0.0,0.0,-0.8763007521629333,-0.0999283790588378,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
213,-0.0,0.0,-0.0,0.0,-0.8806860446929932,-0.1052470207214355,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
214,-0.0,0.0,-0.0,0.0,-0.8852757811546326,-0.1101536750793457,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
215,-0.0,0.0,-0.0,0.0,-0.8900530934333801,-0.1146554946899414,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
216,-0.0,0.0,-0.0,0.0,-0.8950009942054749,-0.1187496185302734,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
217,-0.0,0.0,-0.0,0.0,-0.9001025557518005,-0.1224374771118164,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
218,-0.0,0.0,-0.0,0.0,-0.905340611934662,-0.1257133483886718,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
219,-0.0,0.0,-0.0,0.0,-0.9106983542442322,-0.1285858154296875,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
220,-0.0,0.0,-0.0,0.0,-0.9161586761474608,-0.1310477256774902,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
221,-0.0,0.0,-0.0,0.0,-0.921704649925232,-0.1331033706665039,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
222,-0.0,0.0,-0.0,0.0,-0.9273192882537842,-0.1347513198852539,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
223,-0.0,0.0,-0.0,0.0,-0.9329856038093568,-0.1359915733337402,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
224,-0.0,0.0,-0.0,0.0,-0.9386865496635436,-0.1368227005004882,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
225,-0.0,0.0,-0.0,0.0,-0.9444052577018738,-0.1372489929199218,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
226,-0.0,0.0,-0.0,0.0,-0.950124740600586,-0.1372675895690918,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
227,-0.0,0.0,-0.0,0.0,-0.9558278322219848,-0.1368741989135742,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
228,-0.0,0.0,-0.0,0.0,-0.9614978432655334,-0.136080265045166,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
229,-0.0,0.0,-0.0,0.0,-0.9671174883842468,-0.1348714828491211,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
230,-0.0,0.0,-0.0,0.0,-0.9726700186729432,-0.1332607269287109,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
231,-0.0,0.0,-0.0,0.0,-0.9781382083892822,-0.1312365531921386,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
232,-0.0,0.0,-0.0,0.0,-0.983505368232727,-0.1288118362426757,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
233,-0.0,0.0,-0.0,0.0,-0.9887542128562928,-0.1259722709655761,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
234,-0.0,0.0,-0.0,0.0,-0.993868052959442,-0.1227321624755859,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
235,-0.0,0.0,-0.0,0.0,-0.9988296627998352,-0.1190786361694336,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
236,-0.0,0.0,-0.0,0.0,-1.00362229347229,-0.115023136138916,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
237,-0.0,0.0,-0.0,0.0,-1.0082286596298218,-0.1105527877807617,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
238,-0.0,0.0,-0.0,0.0,-1.012631893157959,-0.1056776046752929,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
239,-0.0,0.0,-0.0,0.0,-1.016815185546875,-0.1003990173339843,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
240,-0.0,0.0,-0.0,0.0,-1.0207613706588743,-0.0947084426879882,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
241,-0.0,0.0,-0.0,0.0,-1.0244535207748413,-0.0886116027832031,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
242,-0.0,0.0,-0.0,0.0,-1.0278745889663696,-0.0821056365966796,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
243,-0.0,0.0,-0.0,0.0,-1.0310077667236328,-0.0751962661743164,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
244,-0.0,0.0,-0.0,0.0,-1.0338358879089355,-0.0678749084472656,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
245,-0.0,0.0,-0.0,0.0,-1.0363421440124512,-0.060150146484375,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
246,-0.0,0.0,-0.0,0.0,-1.0385092496871948,-0.0520105361938476,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
247,-0.0,0.0,-0.0,0.0,-1.0403203964233398,-0.0434675216674804,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
248,-0.0,0.0,-0.0,0.0,-1.0417587757110596,-0.0345211029052734,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
249,-0.0,0.0,-0.0,0.0,-1.0428071022033691,-0.0251598358154296,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
250,-0.0,0.0,-0.0,0.0,-1.0434486865997314,-0.0153980255126953,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
251,-0.0,0.0,-0.0,0.0,-1.0436662435531616,-0.0052213668823242,-0.0,0.0,-1.030733346939087,0.0,-0.0,0.0,-0.7787591814994812,0.0,1.3971269130706787,0.0
252,-0.0,0.0,-0.0,0.0,-1.0434781312942505,0.0045146942138671,-0.0,0.0,-1.0305343866348269,0.004775047302246,-0.0,0.0,-0.7779847979545593,0.018585205078125,1.3971269130706787,0.0
253,-0.0,0.0,-0.0,0.0,-1.042919635772705,0.0134038925170898,-0.0,0.0,-1.0299445390701294,0.0141563415527343,-0.0,0.0,-0.7757033705711365,0.0547542572021484,1.3971269130706787,0.0
254,-0.0,0.0,-0.0,0.0,-1.0419994592666626,0.0220842361450195,-0.0,0.0,-1.028974175453186,0.0232887268066406,-0.0,0.0,-0.7719777226448059,0.0894155502319336,1.3971269130706787,0.0
255,-0.0,0.0,-0.0,0.0,-1.0407260656356812,0.0305614471435546,-0.0,0.0,-1.0276340246200562,0.0321636199951171,-0.0,0.0,-0.7668706774711609,0.1225690841674804,1.3971269130706787,0.0
256,-0.0,0.0,-0.0,0.0,-1.039108157157898,0.0388298034667968,-0.0,0.0,-1.0259344577789309,0.0407896041870117,-0.0,0.0,-0.7604449987411499,0.1542162895202636,1.3971269130706787,0.0
257,-0.0,0.0,-0.0,0.0,-1.0371546745300293,0.0468835830688476,-0.0,0.0,-1.02388596534729,0.049163818359375,-0.0,0.0,-0.7527635097503662,0.1843557357788086,1.3971269130706787,0.0
258,-0.0,0.0,-0.0,0.0,-1.0348739624023438,0.0547370910644531,-0.0,0.0,-1.0214992761611938,0.0572805404663085,-0.0,0.0,-0.7438889741897583,0.2129888534545898,1.3971269130706787,0.0
259,-0.0,0.0,-0.0,0.0,-1.032274842262268,0.0623788833618164,-0.0,0.0,-1.018784761428833,0.0651483535766601,-0.0,0.0,-0.7338842153549194,0.2401142120361328,1.3971269130706787,0.0
260,-0.0,0.0,-0.0,0.0,-1.02936589717865,0.0698146820068359,-0.0,0.0,-1.015752911567688,0.0727643966674804,-0.0,0.0,-0.7228119373321533,0.2657346725463867,1.3971269130706787,0.0
261,-0.0,0.0,-0.0,0.0,-1.0261558294296265,0.0770416259765625,-0.0,0.0,-1.0124142169952393,0.0801286697387695,-0.0,0.0,-0.7107350826263428,0.2898445129394531,1.3971269130706787,0.0
262,-0.0,0.0,-0.0,0.0,-1.0226532220840454,0.0840625762939453,-0.0,0.0,-1.0087794065475464,0.0872354507446289,-0.0,0.0,-0.6977162957191467,0.3124508857727051,1.3971269130706787,0.0
263,-0.0,0.0,-0.0,0.0,-1.0188668966293335,0.0908718109130859,-0.0,0.0,-1.0048587322235107,0.0940961837768554,-0.0,0.0,-0.6838184595108032,0.3335480690002441,1.3971269130706787,0.0
264,-0.0,0.0,-0.0,0.0,-1.0148053169250488,0.097477912902832,-0.0,0.0,-1.000662922859192,0.1006994247436523,-0.0,0.0,-0.6691043376922607,0.3531389236450195,1.3971269130706787,0.0
265,-0.0,0.0,-0.0,0.0,-1.0104773044586182,0.1038722991943359,-0.0,0.0,-0.9962023496627808,0.1070537567138671,-0.0,0.0,-0.6536366939544678,0.3712234497070312,1.3971269130706787,0.0
266,-0.0,0.0,-0.0,0.0,-1.0058913230895996,0.1100635528564453,-0.0,0.0,-0.9914876222610474,0.1131534576416015,-0.0,0.0,-0.6374784111976624,0.3877987861633301,1.3971269130706787,0.0
267,-0.0,0.0,-0.0,0.0,-1.0010563135147097,0.1160402297973632,-0.0,0.0,-0.9865291714668274,0.1190028190612793,-0.0,0.0,-0.6206920742988586,0.402872085571289,1.3971269130706787,0.0
268,-0.0,0.0,-0.0,0.0,-0.9959806203842164,0.1218166351318359,-0.0,0.0,-0.9813376069068908,0.1245975494384765,-0.0,0.0,-0.603340744972229,0.4164319038391113,1.3971269130706787,0.0
269,-0.0,0.0,-0.0,0.0,-0.9906731843948364,0.1273784637451172,-0.0,0.0,-0.9759233593940736,0.1299419403076172,-0.0,0.0,-0.5854870676994324,0.4284882545471191,1.3971269130706787,0.0
270,-0.0,0.0,-0.0,0.0,-0.985142469406128,0.1327371597290039,-0.0,0.0,-0.9702970385551452,0.1350317001342773,-0.0,0.0,-0.5671938061714172,0.4390382766723633,1.3971269130706787,0.0
271,-0.0,0.0,-0.0,0.0,-0.9793972373008728,0.137885570526123,-0.0,0.0,-0.964469075202942,0.1398711204528808,-0.0,0.0,-0.5485237836837769,0.4480805397033691,1.3971269130706787,0.0
272,-0.0,0.0,-0.0,0.0,-0.9734461307525636,0.1428265571594238,-0.0,0.0,-0.9584501385688782,0.1444544792175293,-0.0,0.0,-0.5295398831367493,0.4556136131286621,1.3971269130706787,0.0
